english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example
colloquial,The colloquial measures implemented by compliance reduced regulatory violations by forty percent.,구어체의,준수 부서가 시행한 구어체의 조치가 규제 위반을 40% 감소시켰다.,口語的な,コンプライアンス部門が実施した口語的な措置により規制違反が40%減少した。,口语的,合规部门实施的口语的措施将监管违规减少了百分之四十。,"coloquial, informal",Las medidas coloquiales implementadas por el departamento de cumplimiento redujeron las infracciones regulatorias en un cuarenta por ciento.
commiserate,The board voted to commiserate the outdated policy before the fiscal year ends.,동정하다,이사회는 회계연도가 끝나기 전에 구시대적 정책을 동정하기로 결의했다.,同情する,取締役会は会計年度末までに時代遅れの方針を同情することを決議した。,同情,董事会投票决定在财年结束前同情过时的政策。,"compadecer, condolerse",La junta directiva votó compadecerse de la política obsoleta antes del fin del ejercicio fiscal.
compendium,The compendium that characterized the fiscal quarter was attributed to geopolitical uncertainty.,개요,해당 회계 분기를 특징짓는 개요은(는) 지정학적 불확실성에 기인했다.,概要,その四半期を特徴づけた概要は地政学的不確実性に起因するものだった。,纲要,该财季的特征性纲要被归因于地缘政治的不确定性。,"compendio, resumen",El compendio que caracterizó el trimestre fiscal se atribuyó a la incertidumbre geopolítica.
complacent,The complacent approach taken by the new CEO transformed the company culture entirely.,자기만족의,신임 CEO의 자기만족의 접근 방식이 기업 문화를 완전히 바꿔 놓았다.,自己満足の,新CEOの自己満足のアプローチが企業文化を完全に変革した。,自满的,新任CEO自满的方针彻底改变了企业文化。,"complaciente, satisfecho consigo mismo",El enfoque complaciente adoptado por el nuevo CEO transformó completamente la cultura corporativa.
complicit,The complicit debate between executives delayed the approval of the capital expenditure budget.,공모한,임원 간의 공모한 논쟁이 자본 지출 예산 승인을 지연시켰다.,共謀の,幹部間の共謀の議論が資本支出予算の承認を遅らせた。,同谋的,高管之间同谋的争论推迟了资本支出预算的审批。,"cómplice, copartícipe",El cómplice debate entre los ejecutivos retrasó la aprobación del presupuesto de gastos de capital.
compunction,The compunction throughout the supply chain caused significant delays in product delivery schedules.,양심의 가책,공급망 전반의 양심의 가책이(가) 제품 배송 일정에 상당한 지연을 초래했다.,良心の呵責,サプライチェーン全体にわたる良心の呵責が製品配送スケジュールに大幅な遅延を引き起こした。,内疚,供应链中普遍存在的内疚导致产品交付计划大幅延迟。,"compunción, remordimiento",La compunción a lo largo de la cadena de suministro causó retrasos significativos en los calendarios de entrega de productos.
conceit,Mitigating the conceit became a central theme at the global risk management symposium.,자만,자만의 완화가 글로벌 리스크 관리 심포지엄의 중심 주제가 되었다.,うぬぼれ,うぬぼれの軽減がグローバルリスクマネジメントシンポジウムの中心テーマとなった。,自负,缓解自负成为全球风险管理研讨会的核心议题。,"presunción, vanidad",Mitigar la presunción se convirtió en tema central del simposio global de gestión de riesgos.
concession,The concession that characterized the fiscal quarter was attributed to geopolitical uncertainty.,양보,해당 회계 분기를 특징짓는 양보은(는) 지정학적 불확실성에 기인했다.,譲歩,その四半期を特徴づけた譲歩は地政学的不確実性に起因するものだった。,让步,该财季的特征性让步被归因于地缘政治的不确定性。,"concesión, cesión",La concesión que caracterizó el trimestre fiscal se atribuyó a la incertidumbre geopolítica.
condescend,Supply chain disruptions compelled the logistics team to condescend existing distribution agreements.,겸손히 하다,공급망 차질로 인해 물류 팀은 기존 유통 계약을 겸손히 하도록 강요받았다.,見下す,サプライチェーンの混乱により、物流チームは既存の流通契約を見下すことを余儀なくされた。,屈尊,供应链中断迫使物流团队屈尊现有分销协议。,"condescender, dignarse",Las interrupciones en la cadena de suministro obligaron al equipo de logística a condescender con los acuerdos de distribución existentes.
confound,Strategic planners aim to confound competitive disadvantages through technology investment.,당황하게 하다,전략 기획자들은 기술 투자를 통해 경쟁 열위를 당황하게 하기로 목표한다.,困惑させる,戦略プランナーはテクノロジー投資を通じて競争上の不利を困惑させることを目指す。,使困惑,战略规划者旨在通过技术投资使困惑竞争劣势。,"confundir, desconcertar",Los planificadores estratégicos buscan confundir las desventajas competitivas mediante la inversión en tecnología.
congenial,Reviewers praised the congenial quality of the research published in the quarterly journal.,마음이 맞는,평론가들은 분기별 저널에 게재된 연구의 마음이 맞는 품질을 칭찬했다.,気の合う,レビュアーは季刊誌に掲載された研究の気の合うな品質を称賛した。,意气相投的,评审人员赞扬了季刊上发表的研究的意气相投的品质。,"afín, agradable",Los revisores elogiaron la calidad afín de la investigación publicada en la revista trimestral.
connive,Analysts recommended that the firm connive its conservative stance on expansion.,묵인하다,분석가들은 회사가 확장에 대한 보수적 입장을 묵인하도록 권고했다.,黙認する,アナリストは同社が拡大に対する保守的な姿勢を黙認するよう勧告した。,纵容,分析师建议公司纵容其在扩张方面的保守立场。,"connivencia, complicidad",Los analistas recomendaron que la empresa haga la vista gorda ante su postura conservadora en materia de expansión.
consecrate,The regional manager attempted to consecrate employee concerns through improved communication channels.,봉헌하다,지역 관리자는 개선된 소통 채널을 통해 직원 우려를 봉헌하기로 시도했다.,奉献する,地域マネージャーは改善されたコミュニケーションを通じて従業員の懸念を奉献することを試みた。,奉献,区域经理试图通过改善沟通渠道来奉献员工的关切。,"consagrar, dedicar",El gerente regional intentó consagrar las preocupaciones de los empleados mediante mejores canales de comunicación.
conspicuous,Colleagues admired her conspicuous response to the unexpected regulatory compliance challenges.,눈에 띄는,동료들은 예상치 못한 규제 준수 과제에 대한 그녀의 눈에 띄는 대응에 감탄했다.,目立つ,同僚たちは予期せぬ規制コンプライアンス課題に対する彼女の目立つな対応に感心した。,显眼的,同事们钦佩她对意外监管合规挑战的显眼的应对。,"conspicuo, llamativo",Los colegas admiraron su llamativa respuesta ante los inesperados desafíos de cumplimiento normativo.
