english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
associate,She is an associate at one of the top consulting firms.,관련시키다; 동료,그녀는 최고의 컨설팅 회사 중 한 곳의 직원이다.,関連づける; 仲間,彼女はトップコンサルティング会社の一つのアソシエイトだ。,联系; 同事,她是一家顶级咨询公司的助理顾问。,asociado; colega,Ella es asociada en una de las principales empresas consultoras.,cộng sự; liên kết,Cô ấy là cộng sự tại một trong những công ty tư vấn hàng đầu.,ผู้ร่วมงาน; เพื่อนร่วมงาน,เธอเป็นพนักงานในบริษัทที่ปรึกษาชั้นนำแห่งหนึ่ง,rekan; rekanan,Dia adalah rekan di salah satu firma konsultan ternama.
assume,We should not assume the contract will be renewed automatically.,가정하다; 맡다,계약이 자동으로 갱신될 것이라고 가정해서는 안 된다.,仮定する; 引き受ける,契約が自動的に更新されると想定すべきではない。,假设; 承担,我们不应假设合同会自动续签。,suponer; asumir,No debemos asumir que el contrato se renovará automáticamente.,giả định; cho rằng,Chúng ta không nên giả định rằng hợp đồng sẽ được gia hạn tự động.,สันนิษฐาน; สมมติ,เราไม่ควรสันนิษฐานว่าสัญญาจะได้รับการต่ออายุโดยอัตโนมัติ,berasumsi; menganggap,Kita tidak boleh berasumsi bahwa kontrak akan diperpanjang secara otomatis.
assure,I assure you that the delivery will arrive on time.,보장하다,배송이 정시에 도착할 것을 보장합니다.,保証する,配送は時間通りに届くことをお約束いたします。,保证,我向您保证货物会准时送达。,asegurar; garantizar,Le aseguro que la entrega llegará a tiempo.,đảm bảo; cam đoan,Tôi đảm bảo với bạn rằng hàng sẽ được giao đúng hạn.,รับรอง; ให้ความมั่นใจ,ฉันรับรองว่าการจัดส่งจะมาถึงตรงเวลา,meyakinkan; menjamin,Saya meyakinkan Anda bahwa pengiriman akan tiba tepat waktu.
attach,Please attach the signed contract to your reply email.,첨부하다,서명된 계약서를 회신 이메일에 첨부해 주세요.,添付する,署名済みの契約書を返信メールに添付してください。,附上,请将签署的合同附在回复邮件中。,adjuntar,"Por favor, adjunte el contrato firmado a su correo de respuesta.",đính kèm; gắn,Vui lòng đính kèm hợp đồng đã ký vào email trả lời.,แนบ; ติด,กรุณาแนบสัญญาที่ลงนามแล้วมากับอีเมลตอบกลับ,melampirkan,Harap lampirkan kontrak yang sudah ditandatangani ke email balasan Anda.
attain,The company attained record revenue in the last fiscal year.,달성하다,회사는 지난 회계연도에 기록적인 매출을 달성했다.,達成する,会社は前会計年度に過去最高の売上を達成した。,达到,公司在上一财年实现了创纪录的收入。,alcanzar; lograr,La empresa alcanzó ingresos récord en el último año fiscal.,đạt được,Công ty đã đạt được doanh thu kỷ lục trong năm tài chính vừa qua.,บรรลุ; ได้รับ,บริษัทบรรลุรายได้สูงสุดเป็นประวัติการณ์ในปีงบประมาณที่ผ่านมา,mencapai; meraih,Perusahaan mencapai pendapatan rekor pada tahun fiskal terakhir.
attempt,The team will attempt to finish the project by Friday.,시도하다,팀은 금요일까지 프로젝트를 완료하려고 시도할 것이다.,試みる,チームは金曜日までにプロジェクトを完了させようとする。,尝试,团队将尝试在周五前完成该项目。,intentar,El equipo intentará terminar el proyecto para el viernes.,cố gắng; nỗ lực,Nhóm sẽ cố gắng hoàn thành dự án trước thứ Sáu.,พยายาม; ความพยายาม,ทีมจะพยายามทำโครงการให้เสร็จภายในวันศุกร์,berusaha; upaya,Tim akan berusaha menyelesaikan proyek sebelum hari Jumat.
attend,All department heads must attend the monthly strategy meeting.,참석하다,모든 부서장은 월간 전략 회의에 참석해야 한다.,出席する,すべての部門長は月例戦略会議に出席しなければならない。,参加,所有部门主管必须参加月度战略会议。,asistir; concurrir,Todos los jefes de departamento deben asistir a la reunión mensual de estrategia.,tham dự; tham gia,Tất cả trưởng bộ phận phải tham dự cuộc họp chiến lược hàng tháng.,เข้าร่วม,หัวหน้าแผนกทุกคนต้องเข้าร่วมการประชุมกลยุทธ์ประจำเดือน,menghadiri; hadir,Semua kepala departemen harus menghadiri rapat strategi bulanan.
attract,The new benefits package will attract top talent to our firm.,끌어들이다,새로운 복리후생 패키지가 우수 인재를 유치할 것이다.,引きつける,新しい福利厚生パッケージは優秀な人材を引き付けるだろう。,吸引,新的福利待遇将吸引顶尖人才加入我们公司。,atraer,El nuevo paquete de beneficios atraerá talento destacado a nuestra empresa.,thu hút,Gói phúc lợi mới sẽ thu hút nhân tài hàng đầu đến công ty.,ดึงดูด,แพ็คเกจสวัสดิการใหม่จะดึงดูดผู้มีความสามารถระดับสูงมาที่บริษัท,menarik,Paket tunjangan baru akan menarik talenta terbaik ke perusahaan kami.
attribute,Our success can be attributed to strong teamwork and leadership.,~의 덕분으로 돌리다; 속성,우리의 성공은 강력한 팀워크와 리더십 덕분이다.,帰する; 属性,私たちの成功は強いチームワークとリーダーシップによるものだ。,归因于; 属性,我们的成功归功于强大的团队合作和领导力。,atribuir; característica,Nuestro éxito se puede atribuir al sólido trabajo en equipo y liderazgo.,thuộc tính; quy cho,Thành công của chúng tôi có thể quy cho tinh thần đồng đội và khả năng lãnh đạo.,คุณลักษณะ; ถือเป็นผลมาจาก,ความสำเร็จของเราเป็นผลมาจากการทำงานเป็นทีมและความเป็นผู้นำที่เข้มแข็ง,atribut; mengaitkan dengan,Kesuksesan kami dapat dikaitkan dengan kerja tim dan kepemimpinan yang kuat.
audit,The external audit revealed no significant financial irregularities.,감사; 회계감사,외부 감사에서 중대한 재무 부정은 발견되지 않았다.,監査,外部監査では重大な財務上の不正は見つからなかった。,审计,外部审计未发现重大财务违规行为。,auditoría,La auditoría externa no reveló irregularidades financieras significativas.,kiểm toán,Cuộc kiểm toán bên ngoài không phát hiện bất thường tài chính đáng kể nào.,ตรวจสอบบัญชี,การตรวจสอบบัญชีภายนอกไม่พบความผิดปกติทางการเงินที่สำคัญ,audit; pemeriksaan,Audit eksternal tidak menemukan penyimpangan keuangan yang signifikan.
authority,The regional manager has the authority to approve large purchases.,권한; 당국,지역 매니저는 대규모 구매를 승인할 권한이 있다.,権限; 当局,地域マネージャーには大規模な購入を承認する権限がある。,权力; 当局,区域经理有权批准大额采购。,autoridad,El gerente regional tiene la autoridad para aprobar grandes compras.,quyền hạn; thẩm quyền,Quản lý khu vực có thẩm quyền phê duyệt các khoản mua lớn.,อำนาจ; หน่วยงาน,ผู้จัดการภูมิภาคมีอำนาจในการอนุมัติการซื้อจำนวนมาก,otoritas; kewenangan,Manajer regional memiliki kewenangan untuk menyetujui pembelian besar.
