english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example
compliance,The compliance plays a critical role in the company's long-term strategic planning.,준수,준수은/는 회사의 장기 전략 계획에서 중요한 역할을 합니다.,コンプライアンス,コンプライアンスは会社の長期戦略計画において重要な役割を果たしています。,合规,合规在公司的长期战略规划中起着关键作用。,"cumplimiento, conformidad",El cumplimiento desempeña un papel fundamental en la planificación estratégica a largo plazo de la empresa.
component,Experts believe the component will significantly impact the industry going forward.,구성요소,전문가들은 구성요소이/가 향후 산업에 상당한 영향을 미칠 것으로 보고 있습니다.,構成要素,専門家は構成要素が今後業界に大きな影響を与えると考えています。,组成部分,专家认为组成部分将对行业未来产生重大影响。,"componente, elemento",Los expertos creen que este componente tendrá un impacto significativo en la industria en el futuro.
compound,The company's compound has been a topic of discussion at recent board meetings.,복합의,회사의 복합의이/가 최근 이사회에서 논의 주제가 되었습니다.,複合の,会社の複合のは最近の取締役会で議論のトピックとなっています。,复合的,公司的复合的已成为近期董事会会议的讨论话题。,"compuesto, combinado",El interés compuesto de la empresa ha sido un tema de debate en las reuniones recientes de la junta.
comprehensive,The report highlighted several comprehensive factors affecting the quarterly results.,포괄적인,보고서는 분기 실적에 영향을 미치는 여러 포괄적인 요소를 강조했습니다.,包括的な,報告書は四半期の業績に影響を与えるいくつかの包括的な要因を強調しました。,综合的,报告强调了影响季度业绩的几个综合的因素。,"exhaustivo, integral",El informe destacó varios factores exhaustivos que afectan los resultados trimestrales.
compromise,Experts believe the compromise will significantly impact the industry going forward.,타협,전문가들은 타협이/가 향후 산업에 상당한 영향을 미칠 것으로 보고 있습니다.,妥協,専門家は妥協が今後業界に大きな影響を与えると考えています。,妥协,专家认为妥协将对行业未来产生重大影响。,"compromiso, acuerdo",Los expertos creen que este compromiso tendrá un impacto significativo en la industria en el futuro.
compulsory,A compulsory analysis of the data revealed unexpected trends in the market.,의무적인,데이터에 대한 의무적인 분석은 시장에서 예상치 못한 추세를 보여주었습니다.,義務的な,データの義務的な分析により、市場の予期しないトレンドが明らかになりました。,强制的,对数据的强制的分析揭示了市场中意想不到的趋势。,"obligatorio, compulsorio",Un análisis obligatorio de los datos reveló tendencias inesperadas en el mercado.
concede,The team was instructed to concede following the recent policy update.,인정하다,팀은 최근 정책 업데이트에 따라 인정하다도록 지시받았습니다.,認める,チームは最近の方針変更に従い認めるよう指示されました。,承认,团队被指示根据最近的政策更新承认。,"conceder, reconocer",Al equipo se le instruyó reconocer ciertos hechos conforme a la reciente actualización de políticas.
conceive,The CEO announced plans to conceive across all regional office locations.,구상하다,CEO는 모든 지역 사무소에 걸쳐 구상하다 계획을 발표했습니다.,構想する,CEOはすべての地域オフィスにわたって構想する計画を発表しました。,构想,首席执行官宣布了在所有区域办事处构想的计划。,"concebir, idear",El CEO anunció planes para concebir nuevas iniciativas en todas las oficinas regionales.
concession,The concession plays a critical role in the company's long-term strategic planning.,양보,양보은/는 회사의 장기 전략 계획에서 중요한 역할을 합니다.,譲歩,譲歩は会社の長期戦略計画において重要な役割を果たしています。,让步,让步在公司的长期战略规划中起着关键作用。,"concesión, privilegio",La concesión desempeña un papel fundamental en la planificación estratégica a largo plazo de la empresa.
concise,The concise nature of the proposal raised concerns among board members.,간결한,제안의 간결한 성격이 이사회 구성원들 사이에서 우려를 제기했습니다.,簡潔な,提案の簡潔な性質が取締役会メンバーの間で懸念を引き起こしました。,简洁的,提案的简洁的性质引起了董事会成员的关切。,"conciso, breve",La naturaleza concisa de la propuesta generó preocupaciones entre los miembros de la junta.
concurrent,The concurrent was carefully reviewed by the senior management team.,동시의,동시의은/는 고위 경영진에 의해 신중히 검토되었습니다.,同時の,同時のは上級管理チームによって慎重に検討されました。,并发的,并发的经过高级管理团队的仔细审查。,"simultáneo, concurrente",El proceso concurrente fue revisado cuidadosamente por el equipo de alta dirección.
condemn,The team was instructed to condemn following the recent policy update.,비난하다,팀은 최근 정책 업데이트에 따라 비난하다도록 지시받았습니다.,非難する,チームは最近の方針変更に従い非難するよう指示されました。,谴责,团队被指示根据最近的政策更新谴责。,"condenar, censurar",Al equipo se le instruyó condenar ciertas prácticas siguiendo la reciente actualización de políticas.
condone,The committee recommended that the company condone to reduce operational risks.,용납하다,위원회는 운영 위험을 줄이기 위해 회사가 용납하다도록 권고했습니다.,容認する,委員会は運営リスクを削減するために会社が容認することを推奨しました。,纵容,委员会建议公司纵容以降低运营风险。,"condonar, tolerar",El comité recomendó que la empresa no condone ciertas conductas para reducir los riesgos operativos.
confederation,A detailed analysis of the confederation was included in the quarterly report.,연합,연합에 대한 상세한 분석이 분기 보고서에 포함되었습니다.,連盟,連盟の詳細な分析が四半期報告書に含まれていました。,联盟,季度报告中包含了对联盟的详细分析。,"confederación, unión",Un análisis detallado de la confederación fue incluido en el informe trimestral.
