english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example
biennial,The biennial shareholders' meeting will take place in Geneva next spring.,격년의,격년 주주 총회가 내년 봄 제네바에서 열릴 예정이다.,隔年の,隔年開催の株主総会は来春ジュネーブで開催される。,两年一次的,两年一次的股东大会将于明年春天在日内瓦举行。,"bienal, cada dos años",La reunión bienal de accionistas tendrá lugar en Ginebra la próxima primavera.
blockchain,The company adopted blockchain technology to improve supply chain transparency.,블록체인,회사는 공급망 투명성을 개선하기 위해 블록체인 기술을 도입했다.,ブロックチェーン,会社はサプライチェーンの透明性を向上させるためにブロックチェーン技術を導入した。,区块链,公司采用区块链技术来提高供应链透明度。,"cadena de bloques, blockchain",La empresa adoptó la tecnología blockchain para mejorar la transparencia de la cadena de suministro.
bonded,All imported goods are stored in a bonded warehouse until customs clearance.,보세의,모든 수입품은 통관될 때까지 보세 창고에 보관된다.,保税の,すべての輸入品は通関まで保税倉庫に保管される。,保税的,所有进口货物在通关前存放在保税仓库中。,"en depósito aduanero, garantizado",Todos los bienes importados se almacenan en un almacén aduanero hasta el despacho de aduanas.
brokerage,The brokerage firm charges a flat commission fee on all stock trades.,중개 수수료,증권 중개 회사는 모든 주식 거래에 고정 수수료를 부과한다.,仲介手数料,証券仲介会社はすべての株式取引に定額の手数料を課している。,经纪佣金,经纪公司对所有股票交易收取固定佣金。,"corretaje, comisión de intermediación",La correduría cobra una comisión fija por todas las operaciones bursátiles.
budgetary,The department faces budgetary constraints that limit new hiring this fiscal year.,예산의,부서는 이번 회계 연도의 신규 채용을 제한하는 예산 제약에 직면해 있다.,予算の,部門は今年度の新規採用を制限する予算上の制約に直面している。,预算的,该部门面临预算限制，本财年无法新增招聘。,presupuestario,El departamento enfrenta restricciones presupuestarias que limitan la nueva contratación en este ejercicio fiscal.
bureaucratic,Excessive bureaucratic procedures delayed the project approval by several months.,관료적인,과도한 관료적 절차가 프로젝트 승인을 수개월 지연시켰다.,官僚的な,過度な官僚的手続きがプロジェクト承認を数か月遅らせた。,官僚的,过多的官僚程序将项目审批延迟了数月。,burocrático,Los excesivos procedimientos burocráticos retrasaron la aprobación del proyecto varios meses.
buyout,The management buyout was financed through a combination of debt and equity.,매수,경영진 인수는 부채와 자기 자본의 조합으로 자금이 조달되었다.,買収,マネジメントバイアウトは負債と株式の組み合わせで資金調達された。,收购,管理层收购通过债务和股权的组合融资完成。,"adquisición por parte de la gerencia, compra",La adquisición por parte de la dirección se financió mediante una combinación de deuda y capital.
callable,The callable bond can be redeemed by the issuer before its maturity date.,상환 청구 가능한,콜러블 채권은 만기일 전에 발행자가 상환할 수 있다.,償還請求可能な,コーラブル債は満期日前に発行者が償還することができる。,可赎回的,可赎回债券可以由发行人在到期日前赎回。,"rescatable, amortizable anticipadamente",El bono rescatable puede ser redimido por el emisor antes de su fecha de vencimiento.
cartel,International regulators dismantled a cartel that controlled global oil prices.,카르텔,국제 규제 기관은 세계 유가를 통제하는 카르텔을 해체했다.,カルテル,国際規制当局は世界の石油価格を支配するカルテルを解体した。,卡特尔,国际监管机构瓦解了一个控制全球石油价格的卡特尔。,cártel,Los reguladores internacionales desmantelaron un cártel que controlaba los precios mundiales del petróleo.
cede,The company agreed to cede its market share in the Asian region.,양도하다,회사는 아시아 지역의 시장 점유율을 양도하기로 합의했다.,譲渡する,会社はアジア地域の市場シェアを譲渡することに合意した。,割让,公司同意让出其在亚洲地区的市场份额。,"ceder, renunciar",La empresa acordó ceder su cuota de mercado en la región asiática.
censure,The board issued a formal censure against the executive for ethical violations.,비난하다,이사회는 윤리 위반에 대해 임원에게 공식 견책을 내렸다.,非難する,取締役会は倫理違反に対して役員に正式な譴責を行った。,谴责,董事会因道德违规对该高管发出了正式谴责。,"censurar, reprender",La junta emitió una censura formal contra el directivo por violaciones éticas.
certiorari,The Supreme Court granted certiorari to review the appellate court's decision.,이송 명령,대법원은 항소 법원의 결정을 검토하기 위해 이송 명령을 승인했다.,移送命令,最高裁判所は控訴裁判所の判決を審査するために上告受理を認めた。,调卷令,最高法院批准了调卷令以审查上诉法院的裁决。,"auto de avocación, certiorari",El Tribunal Supremo concedió el certiorari para revisar la decisión del tribunal de apelaciones.
chattel,The lease agreement covers both real property and personal chattel assets.,동산,임대 계약은 부동산과 동산 자산 모두를 포함한다.,動産,賃貸契約は不動産と動産資産の両方を対象としている。,动产,租赁协议涵盖不动产和个人动产资产。,"bien mueble, propiedad personal",El contrato de arrendamiento cubre tanto los bienes inmuebles como los bienes muebles personales.
circumvent,The company tried to circumvent import regulations through offshore subsidiaries.,우회하다,회사는 해외 자회사를 통해 수입 규정을 우회하려 했다.,回避する,会社は海外子会社を通じて輸入規制を回避しようとした。,规避,公司试图通过离岸子公司规避进口法规。,"eludir, sortear",La empresa intentó eludir las regulaciones de importación a través de subsidiarias offshore.
claimant,The claimant presented documented evidence to support the insurance claim filed.,청구인,청구인은 제출된 보험 청구를 뒷받침하기 위해 문서화된 증거를 제시했다.,請求者,請求者は提出された保険請求を裏付ける文書証拠を提示した。,索赔人,索赔人提交了书面证据以支持提出的保险索赔。,"reclamante, demandante",El reclamante presentó evidencia documentada para respaldar la reclamación de seguro presentada.
clandestine,The investigation uncovered clandestine financial transactions between the two firms.,은밀한,조사는 두 회사 간의 비밀 금융 거래를 밝혀냈다.,秘密の,調査は両社間の秘密の金融取引を明らかにした。,秘密的,调查揭露了两家公司之间的秘密金融交易。,"clandestino, secreto",La investigación descubrió transacciones financieras clandestinas entre las dos empresas.
