english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
night,The stars shine bright at night.,밤,밤에 별이 밝게 빛나요.,夜,夜に星が明るく輝きます。,夜晚,星星在夜晚闪闪发光。,noche,Las estrellas brillan intensamente por la noche.,đêm,Các ngôi sao sáng rực về đêm.,กลางคืน; คืน,ดวงดาวส่องสว่างในตอนกลางคืน,malam,Bintang-bintang bersinar terang di malam hari.
today,Today is a very special day.,오늘,오늘은 아주 특별한 날이에요.,今日,今日はとても特別な日です。,今天,今天是非常特别的一天。,hoy,Hoy es un día muy especial.,hôm nay,Hôm nay là một ngày rất đặc biệt.,วันนี้,วันนี้เป็นวันพิเศษมาก,hari ini,Hari ini adalah hari yang sangat istimewa.
tomorrow,I will visit my friend tomorrow.,내일,내일 친구를 만나러 갈 거예요.,明日,明日友達を訪ねます。,明天,我明天去看朋友。,mañana (el día siguiente),Visitaré a mi amigo mañana.,ngày mai,Ngày mai tôi sẽ đến thăm bạn.,พรุ่งนี้,พรุ่งนี้ฉันจะไปเยี่ยมเพื่อน,besok,Saya akan mengunjungi teman saya besok.
yesterday,Yesterday was my sister's birthday.,어제,어제는 여동생 생일이었어요.,昨日,昨日は姉の誕生日でした。,昨天,昨天是我姐姐的生日。,ayer,Ayer fue el cumpleaños de mi hermana.,hôm qua,Hôm qua là sinh nhật em gái tôi.,เมื่อวาน,เมื่อวานเป็นวันเกิดน้องสาวฉัน,kemarin,Kemarin adalah ulang tahun adik perempuan saya.
week,I exercise three times a week.,주; 주일,일주일에 세 번 운동해요.,週,週に3回運動します。,周; 星期,我一周锻炼三次。,semana,Hago ejercicio tres veces por semana.,tuần,Tôi tập thể dục ba lần một tuần.,สัปดาห์,ฉันออกกำลังกายสามครั้งต่อสัปดาห์,minggu,Saya berolahraga tiga kali seminggu.
month,We moved here just last month.,월; 달,우리는 지난달에 여기로 이사했어요.,月,私たちは先月ここに引っ越しました。,月,我们上个月搬到了这里。,mes,Nos mudamos aquí el mes pasado.,tháng,Chúng tôi mới chuyển đến đây tháng trước.,เดือน,เราเพิ่งย้ายมาที่นี่เมื่อเดือนที่แล้ว,bulan,Kami baru pindah ke sini bulan lalu.
year,She is ten years old now.,년; 해,그녀는 이제 열 살이에요.,年,彼女は今10歳です。,年,她现在十岁了。,año,Ella tiene diez años ahora.,năm,Cô ấy mười tuổi rồi.,ปี,เธออายุสิบขวบแล้ว,tahun,Dia berusia sepuluh tahun sekarang.
time,What time does the movie start?,시간,영화 몇 시에 시작해요?,時間,映画は何時に始まりますか？,时间,电影几点开始？,tiempo; hora,¿A qué hora empieza la película?,thời gian; giờ,Mấy giờ phim bắt đầu?,เวลา,หนังเริ่มกี่โมง?,waktu,Jam berapa filmnya mulai?
day,It was a long and tiring day.,낮; 하루,길고 피곤한 하루였어요.,日,長くて疲れる一日でした。,天; 日,这是漫长而疲惫的一天。,día,Fue un día largo y cansado.,ngày,Đó là một ngày dài và mệt mỏi.,วัน,มันเป็นวันที่ยาวนานและเหนื่อยมาก,hari,Hari yang panjang dan melelahkan.
eat,We eat lunch at twelve o clock.,먹다,우리는 열두 시에 점심을 먹어요.,食べる,私たちは12時に昼食を食べます。,吃,我们十二点吃午饭。,comer,Comemos el almuerzo a las doce.,ăn,Chúng tôi ăn trưa lúc mười hai giờ.,กิน; ทาน,เราทานอาหารกลางวันตอนเที่ยง,makan,Kami makan siang jam dua belas.
drink,I drink water after exercise.,마시다,운동 후에 물을 마셔요.,飲む,運動の後に水を飲みます。,喝,运动后我喝水。,beber,Bebo agua después de hacer ejercicio.,uống,Tôi uống nước sau khi tập thể dục.,ดื่ม,ฉันดื่มน้ำหลังออกกำลังกาย,minum,Saya minum air setelah berolahraga.
sleep,The baby will sleep for two hours.,자다,아기가 두 시간 동안 잘 거예요.,寝る,赤ちゃんは2時間寝ます。,睡觉,宝宝会睡两个小时。,dormir,El bebé dormirá dos horas.,ngủ,Em bé sẽ ngủ hai tiếng.,นอนหลับ,ทารกจะนอนหลับสองชั่วโมง,tidur,Bayi itu akan tidur selama dua jam.
walk,Let us walk to the park.,걷다,공원까지 걸어가요.,歩く,公園まで歩きましょう。,走路,我们走路去公园吧。,caminar,Vamos caminando al parque.,đi bộ,Chúng ta hãy đi bộ đến công viên.,เดิน,เราไปเดินเล่นที่สวนสาธารณะกันเถอะ,berjalan,Ayo kita berjalan ke taman.
run,He likes to run in the morning.,달리다,그는 아침에 달리기를 좋아해요.,走る,彼は朝走るのが好きです。,跑步,他喜欢早上跑步。,correr,A él le gusta correr por la mañana.,chạy,Anh ấy thích chạy vào buổi sáng.,วิ่ง,เขาชอบวิ่งตอนเช้า,berlari,Dia suka berlari di pagi hari.
go,I go to school by bus.,가다,나는 버스로 학교에 가요.,行く,私はバスで学校に行きます。,去,我坐公交车去上学。,ir,Voy a la escuela en autobús.,đi,Tôi đi học bằng xe buýt.,ไป,ฉันไปโรงเรียนโดยรถบัส,pergi,Saya pergi ke sekolah naik bus.
come,Please come to my house tonight.,오다,오늘 밤 우리 집에 와 주세요.,来る,今夜私の家に来てください。,来,请今晚来我家。,venir,"Por favor, ven a mi casa esta noche.",đến,Tối nay hãy đến nhà tôi nhé.,มา,กรุณามาที่บ้านฉันคืนนี้,datang,Tolong datang ke rumah saya malam ini.
see,I can see the mountains from here.,보다,여기서 산이 보여요.,見る,ここから山が見えます。,看,从这里我能看到山。,ver,Puedo ver las montañas desde aquí.,thấy; nhìn thấy,Tôi có thể nhìn thấy những ngọn núi từ đây.,เห็น; มองเห็น,ฉันมองเห็นภูเขาจากที่นี่,melihat,Saya bisa melihat pegunungan dari sini.
hear,I can hear music from next door.,듣다,옆집에서 음악이 들려요.,聞く,隣から音楽が聞こえます。,听,我能听到隔壁的音乐。,oír; escuchar,Puedo escuchar música desde la casa de al lado.,nghe,Tôi nghe thấy tiếng nhạc từ nhà bên.,ได้ยิน,ฉันได้ยินเสียงเพลงจากบ้านข้าง ๆ,mendengar,Saya bisa mendengar musik dari sebelah.
speak,She can speak three languages well.,말하다,그녀는 세 가지 언어를 잘 해요.,話す,彼女は3つの言語を上手に話します。,说,她能说好三种语言。,hablar,Ella habla tres idiomas muy bien.,nói,Cô ấy có thể nói ba thứ tiếng.,พูด,เธอพูดได้สามภาษาอย่างดี,berbicara,Dia bisa berbicara tiga bahasa dengan baik.
read,He reads the newspaper every morning.,읽다,그는 매일 아침 신문을 읽어요.,読む,彼は毎朝新聞を読みます。,读,他每天早上读报纸。,leer,Él lee el periódico cada mañana.,đọc,Anh ấy đọc báo mỗi sáng.,อ่าน,เขาอ่านหนังสือพิมพ์ทุกเช้า,membaca,Dia membaca koran setiap pagi.
write,Please write your name on this paper.,쓰다,이 종이에 이름을 써 주세요.,書く,この紙に名前を書いてください。,写,请在这张纸上写你的名字。,escribir,"Por favor, escribe tu nombre en este papel.",viết,Xin hãy viết tên bạn lên giấy này.,เขียน,กรุณาเขียนชื่อของคุณบนกระดาษนี้,menulis,Tolong tulis nama Anda di kertas ini.
sit,Please sit down on this chair.,앉다,이 의자에 앉으세요.,座る,この椅子に座ってください。,坐,请坐在这把椅子上。,sentarse,"Por favor, siéntate en esta silla.",ngồi,Xin hãy ngồi xuống ghế này.,นั่ง,กรุณานั่งลงบนเก้าอี้นี้,duduk,Silakan duduk di kursi ini.
stand,We had to stand in a line.,서다,우리는 줄을 서야 했어요.,立つ,私たちは列に並ばなければなりませんでした。,站,我们不得不排队站着。,pararse; estar de pie,Tuvimos que hacer fila de pie.,đứng,Chúng tôi phải đứng xếp hàng.,ยืน,เราต้องยืนเข้าแถว,berdiri,Kami harus berdiri dalam antrean.
open,Please open the window for fresh air.,열다,환기를 위해 창문을 열어 주세요.,開ける,新鮮な空気のために窓を開けてください。,打开,请打开窗户通通风。,abrir,"Por favor, abre la ventana para que entre aire fresco.",mở,Xin hãy mở cửa sổ cho thoáng.,เปิด,กรุณาเปิดหน้าต่างเพื่อรับลม,membuka,Tolong buka jendela untuk udara segar.
close,Please close the door behind you.,닫다,나갈 때 문을 닫아 주세요.,閉める,後ろのドアを閉めてください。,关,请随手关门。,cerrar,"Por favor, cierra la puerta al salir.",đóng,Xin hãy đóng cửa lại.,ปิด,กรุณาปิดประตูด้วย,menutup,Tolong tutup pintu di belakang Anda.
give,He gave me a nice birthday gift.,주다,그가 나에게 멋진 생일 선물을 줬어요.,あげる,彼は私に素敵な誕生日プレゼントをくれました。,给,他给了我一个很好的生日礼物。,dar,Él me dio un bonito regalo de cumpleaños.,cho; tặng,Anh ấy tặng tôi một món quà sinh nhật.,ให้,เขาให้ของขวัญวันเกิดฉัน,memberi,Dia memberi saya hadiah ulang tahun yang bagus.
take,"Take your umbrella, it may rain.",가지다; 복용하다,"우산을 가져가세요, 비가 올 수 있어요.",取る,傘を持って行ってください、雨が降るかも。,拿; 吃,带上你的伞，可能会下雨。,tomar; llevar,"Lleva tu paraguas, puede llover.",lấy; mang,"Mang ô theo, trời có thể mưa.",เอา; หยิบ,เอาร่มไปด้วย ฝนอาจตก,mengambil; membawa,"Bawa payungmu, mungkin akan hujan."
buy,I want to buy a new phone.,사다,새 핸드폰을 사고 싶어요.,買う,新しい電話を買いたいです。,买,我想买一部新手机。,comprar,Quiero comprar un teléfono nuevo.,mua,Tôi muốn mua một chiếc điện thoại mới.,ซื้อ,ฉันอยากซื้อโทรศัพท์ใหม่,membeli,Saya ingin membeli ponsel baru.
make,She makes coffee every morning at home.,만들다,그녀는 매일 아침 집에서 커피를 만들어요.,作る,彼女は毎朝家でコーヒーを作ります。,做; 制作,她每天早上在家做咖啡。,hacer; preparar,Ella hace café en casa cada mañana.,làm; pha,Cô ấy pha cà phê mỗi sáng ở nhà.,ทำ,เธอชงกาแฟทุกเช้าที่บ้าน,membuat,Dia membuat kopi setiap pagi di rumah.
use,You can use my pen if needed.,사용하다,필요하면 내 펜을 써도 돼요.,使う,必要なら私のペンを使っていいですよ。,使用,如果需要你可以用我的笔。,usar; utilizar,Puedes usar mi bolígrafo si lo necesitas.,dùng; sử dụng,Bạn có thể dùng bút của tôi nếu cần.,ใช้,คุณใช้ปากกาของฉันได้ถ้าต้องการ,menggunakan,Kamu boleh menggunakan pena saya jika perlu.
know,I know the answer to this question.,알다,이 질문의 답을 알아요.,知る,この質問の答えを知っています。,知道,我知道这个问题的答案。,saber; conocer,Sé la respuesta a esta pregunta.,biết,Tôi biết câu trả lời cho câu hỏi này.,รู้; ทราบ,ฉันรู้คำตอบของคำถามนี้,tahu; mengetahui,Saya tahu jawaban untuk pertanyaan ini.
want,I want to travel to Japan.,원하다,일본에 여행 가고 싶어요.,欲しい,日本に旅行に行きたいです。,想要,我想去日本旅行。,querer,Quiero viajar a Japón.,muốn,Tôi muốn đi du lịch Nhật Bản.,ต้องการ; อยาก,ฉันอยากเดินทางไปญี่ปุ่น,ingin; mau,Saya ingin bepergian ke Jepang.
need,We need more time to finish.,필요하다,끝내려면 시간이 더 필요해요.,必要,終わらせるにはもっと時間が必要です。,需要,我们需要更多时间来完成。,necesitar,Necesitamos más tiempo para terminar.,cần,Chúng tôi cần thêm thời gian để hoàn thành.,ต้องการ; จำเป็น,เราต้องการเวลาเพิ่มเพื่อทำให้เสร็จ,membutuhkan; perlu,Kami butuh lebih banyak waktu untuk menyelesaikan.
