english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
assist,The tutor assists students with their assignments.,돕다,튜터는 학생들의 과제를 돕는다.,支援する,チューターは学生の課題を支援する。,协助,导师协助学生完成作业。,asistir,El tutor asiste a los estudiantes con sus tareas.,hỗ trợ,Gia sư hỗ trợ sinh viên làm bài tập.,ช่วยเหลือ,ติวเตอร์ช่วยเหลือนักเรียนทำงาน,membantu,Tutor membantu siswa dengan tugas mereka.
category,The books are organized into categories.,범주,책들은 범주별로 정리되어 있다.,カテゴリー,本はカテゴリーに分類されている。,类别,书籍按类别组织。,categoría,Los libros están organizados en categorías.,danh mục,Sách được sắp xếp theo danh mục.,หมวดหมู่,หนังสือจัดเรียงเป็นหมวดหมู่,kategori,Buku-buku diorganisir ke dalam kategori.
chapter,The first chapter introduces the main argument.,장,첫 번째 장은 주요 논점을 소개한다.,章,第1章は主要な議論を紹介している。,章节,第一章介绍了主要论点。,capítulo,El primer capítulo presenta el argumento principal.,chương,Chương đầu tiên giới thiệu luận điểm chính.,บท,บทแรกแนะนำข้อโต้แย้งหลัก,bab,Bab pertama memperkenalkan argumen utama.
commission,The commission published a report on education.,위원회,위원회는 교육에 관한 보고서를 발표했다.,委員会,委員会は教育に関する報告書を発表した。,委员会,委员会发布了一份关于教育的报告。,comisión,La comisión publicó un informe sobre educación.,ủy ban,Ủy ban đã công bố báo cáo về giáo dục.,คณะกรรมาธิการ,คณะกรรมาธิการเผยแพร่รายงานเกี่ยวกับการศึกษา,komisi,Komisi menerbitkan laporan tentang pendidikan.
community,The local community supports the school project.,지역 사회,지역 사회가 학교 프로젝트를 지원한다.,コミュニティ,地域のコミュニティが学校のプロジェクトを支援している。,社区,当地社区支持学校项目。,comunidad,La comunidad local apoya el proyecto escolar.,cộng đồng,Cộng đồng địa phương ủng hộ dự án trường học.,ชุมชน,ชุมชนท้องถิ่นสนับสนุนโครงการของโรงเรียน,komunitas,Komunitas lokal mendukung proyek sekolah.
compensate,The company compensated workers for overtime.,보상하다,회사는 초과 근무에 대해 근로자들에게 보상했다.,補償する,会社は残業に対して労働者に補償した。,补偿,公司补偿了工人的加班费。,compensar,La empresa compensó a los trabajadores por horas extras.,bồi thường,Công ty đã bồi thường cho công nhân vì làm thêm giờ.,ชดเชย,บริษัทชดเชยพนักงานสำหรับการทำงานล่วงเวลา,mengompensasi,Perusahaan mengompensasi pekerja atas lembur.
complex,The human brain is incredibly complex.,복잡한,인간의 뇌는 믿을 수 없을 만큼 복잡하다.,複雑な,人間の脳は信じられないほど複雑だ。,复杂的,人脑非常复杂。,complejo,El cerebro humano es increíblemente complejo.,phức tạp,Não người cực kỳ phức tạp.,ซับซ้อน,สมองของมนุษย์ซับซ้อนอย่างเหลือเชื่อ,kompleks,Otak manusia sangat kompleks.
component,Each component of the system must function properly.,구성 요소,시스템의 각 구성 요소는 제대로 기능해야 한다.,構成要素,システムの各構成要素は適切に機能しなければならない。,组成部分,系统的每个组成部分都必须正常运作。,componente,Cada componente del sistema debe funcionar correctamente.,thành phần,Mỗi thành phần của hệ thống phải hoạt động đúng cách.,ส่วนประกอบ,แต่ละส่วนประกอบของระบบต้องทำงานอย่างถูกต้อง,komponen,Setiap komponen sistem harus berfungsi dengan baik.
compute,The software can compute large datasets quickly.,계산하다,그 소프트웨어는 대규모 데이터셋을 빠르게 계산할 수 있다.,計算する,そのソフトウェアは大規模なデータセットを素早く計算できる。,计算,该软件可以快速计算大型数据集。,calcular,El software puede calcular grandes conjuntos de datos rápidamente.,tính toán,Phần mềm có thể tính toán bộ dữ liệu lớn một cách nhanh chóng.,คำนวณ,ซอฟต์แวร์สามารถคำนวณชุดข้อมูลขนาดใหญ่ได้อย่างรวดเร็ว,menghitung,Perangkat lunak dapat menghitung kumpulan data besar dengan cepat.
conclude,The study concluded that exercise improves memory.,결론짓다,그 연구는 운동이 기억력을 향상시킨다고 결론지었다.,結論づける,その研究は運動が記憶力を向上させると結論づけた。,得出结论,研究得出结论，运动可以改善记忆力。,concluir,El estudio concluyó que el ejercicio mejora la memoria.,kết luận,Nghiên cứu kết luận rằng tập thể dục cải thiện trí nhớ.,สรุป,การศึกษาสรุปว่าการออกกำลังกายช่วยเพิ่มความจำ,menyimpulkan,Studi menyimpulkan bahwa olahraga meningkatkan memori.
conduct,The team conducted a survey of 500 participants.,수행하다,팀은 500명의 참가자를 대상으로 설문조사를 수행했다.,実施する,チームは500人の参加者を対象に調査を実施した。,进行,团队对500名参与者进行了调查。,realizar,El equipo realizó una encuesta a 500 participantes.,tiến hành,Nhóm đã tiến hành khảo sát 500 người tham gia.,ดำเนินการ,ทีมดำเนินการสำรวจผู้เข้าร่วม 500 คน,melakukan,Tim melakukan survei terhadap 500 peserta.
consequent,The consequent rise in prices affected consumers.,결과적인,결과적인 가격 상승은 소비자에게 영향을 미쳤다.,結果として起こる,結果として起こった価格上昇は消費者に影響を与えた。,随之而来的,随之而来的价格上涨影响了消费者。,consecuente,El consecuente aumento de precios afectó a los consumidores.,kéo theo,Sự tăng giá kéo theo đã ảnh hưởng đến người tiêu dùng.,ที่ตามมา,การเพิ่มขึ้นของราคาที่ตามมาส่งผลกระทบต่อผู้บริโภค,konsekuen,Kenaikan harga yang konsekuen mempengaruhi konsumen.
considerable,There was considerable debate about the new policy.,상당한,새로운 정책에 대해 상당한 논쟁이 있었다.,かなりの,新しい政策についてかなりの議論があった。,相当大的,关于新政策有相当大的争论。,considerable,Hubo un debate considerable sobre la nueva política.,đáng kể,Đã có cuộc tranh luận đáng kể về chính sách mới.,มาก,มีการถกเถียงอย่างมากเกี่ยวกับนโยบายใหม่,cukup besar,Ada perdebatan yang cukup besar tentang kebijakan baru.
construct,Workers constructed a new bridge over the river.,건설하다,노동자들은 강 위에 새 다리를 건설했다.,建設する,労働者たちは川に新しい橋を建設した。,建造,工人们在河上建造了一座新桥。,construir,Los trabajadores construyeron un nuevo puente sobre el río.,xây dựng,Công nhân đã xây dựng một cây cầu mới bắc qua sông.,สร้าง,คนงานสร้างสะพานใหม่ข้ามแม่น้ำ,membangun,Pekerja membangun jembatan baru di atas sungai.
consume,Developed nations consume more energy per capita.,소비하다,선진국은 1인당 더 많은 에너지를 소비한다.,消費する,先進国は一人当たりより多くのエネルギーを消費する。,消耗,发达国家人均消耗更多能源。,consumir,Las naciones desarrolladas consumen más energía per cápita.,tiêu thụ,Các quốc gia phát triển tiêu thụ nhiều năng lượng hơn bình quân đầu người.,บริโภค,ประเทศพัฒนาแล้วบริโภคพลังงานต่อหัวมากกว่า,mengonsumsi,Negara maju mengonsumsi lebih banyak energi per kapita.
